Author,Book,Image,Year,Description,Buy,Book_old,file_number
Farrah Rochon,Forever's Promise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387145996l/18689476.jpg,2014,"It all begins with a kiss...

After tragedy brings her home to Louisiana, all Shayla Kirkland wants is to reconnect with her family. Between helping care for her nieces and running her recently opened coffee shop, there's no time for romance. Until the workaholic entrepreneur meets Xavier Wright, the hunky E.R. doctor who has the local females waiting in line.

The sleepy town is the perfect transition place for Xavier to heal others while trying to mend his own heart. Falling for the owner of Gauthier's hottest new hangout isn't part of his short-term goals--even if the passion Shayla's arousing in him is impossible to resist. But how will Xavier offer her forever, if he plans to leave as soon as his work is done?",https://www.goodreads.com/book/show/18689476-forever-s-promise?from_search=true&from_srp=true&qid=7FF8lPezjt&rank=1,Forevers promise,208
Farrah Rochon,I Dare You!,https://m.media-amazon.com/images/I/51KdvX33nIL.jpg,2014,"As a wild child, Stefanie Sutherland-Thomas never backed down from a dare. But the responsible, low-key role she has grown into as a widowed single mother and Army nurse has her feeling stuck in a rut. When her best friend challenges her to do something daring while on vacation, Stef picks up the gauntlet. Her mission: to have a one-night stand with a random island hottie. But Stef gets the shock of her life when she discovers her casual hook-up isn't some random stranger; he's her brother's boss!

Dustin 'Hawk' Patrick knows a thing or two about taking risks. The ex-Navy pilot gambled by striking out on his own and now owns one of the fastest growing helicopter shuttle services in the Gulf South. But now everyone wants a piece of his business. Desperate for a reprieve from the pressures of work, Dustin uses his best friend's wedding in Turks and Caicos as an opportunity to engage in a stress-free fling. Until he discovers his hot island angel is his best friend's sister--in other words, off limits. But after just one taste of Stefanie's passionate kiss, Dustin knows he can never let her go.

When it comes to love, will Dustin and Stefanie dare to let their desires take control?",https://www.amazon.com/Dare-You-Moments-Maplesville-Book-ebook/dp/B00O7BLCAK/ref=sr_1_3?dchild=1&keywords=Farrah+Rochon+I+Dare+You&qid=1615950965&s=digital-text&sr=1-3,I dare you ,209
Farrah Rochon,Mr. Right Next Door,https://m.media-amazon.com/images/I/51P55m+yifL.jpg,2016,"When Leah Cross's fianc decides he no longer wants to get married, the hardworking finance analyst is determined to attend the couple's retreat at Camp Firefly Falls anyway. But after being dumped, the humiliation of showing up alone is too much for Leah to bear. She needs a stand-in ASAP. At the top of her list: her hot next-door neighbor, Caleb Scott.
 
 For the past four months undercover detective Caleb Scott has been on self-imposed desk duty following an on-the-job incident that shattered his confidence. A weekend fishing trip with his buddies was supposed to be the perfect opportunity for Caleb to clear his mind and make some hard decisions about his future, but after they all bail on him, he's stuck trying to figure out what to do with his time off. That is, until the neighbor he's been secretly lusting after for a year invites him to join her at a summer camp for adults.
 
 Can this platonic weekend in the mountains blossom into something more? It will if Caleb has anything to say about it.",https://www.amazon.com/Right-Next-Door-Firefly-Falls-ebook/dp/B01K5H2NG6/ref=sr_1_3?dchild=1&keywords=Mr+Right+Next+Door+Farrah+Rochon&qid=1615778524&s=digital-text&sr=1-3,Mr right next door,210
Farrah Rochon,Release Me,https://m.media-amazon.com/images/I/61grg51NzLL.jpg,2011,"Tobias 'Toby' Holmes was destined for NBA stardom. But when an SUV crashed into his car during his rookie year, his dreams of playing pro-basketball, along with his spine, were shattered. After floundering from one job to another, Toby has finally found his niche in the music business. And when the singing sensation he discovered is pegged to star in a new reality TV show, Toby finally sees light at the end of what has been a very dark tunnel.

Sienna Culpepper has loved her childhood best friend forever, though he has never seen anything other than the girl with skinny legs, cornrows, and mad skills on the basketball court. When Toby returns to their hometown of New Orleans to start his career as a record producer/manager, Sienna is resigned to loving him from afar. However, when Sienna and Toby find themselves working together, feelings arise that has them both rethinking their friendship.",https://www.amazon.com/Release-Me-Holmes-Brothers-Book-ebook/dp/B0065QVE0I/ref=sr_1_1?dchild=1&keywords=Farrah+Rochon+Release+me&qid=1615950877&s=digital-text&sr=1-1,Release me,211
Farrah Rochon,Rescue Me,https://m.media-amazon.com/images/I/51OM0oqFHxL._SY346_.jpg,2011,"In a few months, Alexander Holmes saw both of his younger brothers find love, but the hardworking owner of Holmes Construction has no desire to follow in their footsteps. Alex had his chance at wedded bliss, and all he ended up with was a whole lot of heartache... and a precious baby girl. Unfortunately, his sweet little pumpkin has turned into a little monster at school. Suddenly, Alex finds himself in a brand new role: parent volunteer.
 
 Renee Moore moved to New Orleans to help her aunt rebuild after her home was destroyed by Hurricane Katrina. When she accepts a job as the new Special Projects Coordinator at St. Katherine's School, Renee looks forward to molding all those young minds. What she doesn't expect is to fall for the sexy single father of one of her students. When Alex Holmes offers to help in rebuilding her aunt's home, Renee knows she's found a man worth his weight in gold. All she has to do is convince him to open his heart to love again.",https://www.amazon.com/Rescue-Me-Holmes-Brothers-Book-ebook/dp/B0065QVHUA/ref=sr_1_1?dchild=1&keywords=Rescue+me+Farrah+Rochon&qid=1615777644&s=digital-text&sr=1-1,Rescue me,212
Farrah Rochon,Stay with Me Forever,https://m.media-amazon.com/images/I/81VUE2L8mZL._AC_UY218_.jpg,2015,"Successful career woman Paxton Jones has come a long way from her dirt-poor roots--and the girl with an unrequited crush on high school football star Sawyer Robertson. Gauthier's privileged golden boy was way out of her league... until one passion-filled night. But when a project close to her heart reunites them, Paxton has to rein in her still-smoldering feelings for the devastatingly handsome civil engineer.
 Three years ago, Sawyer shared the most incredible night of his life with the woman he'd long admired. Afterward, Paxton left town without even saying goodbye. Now, thrown together on a mission to protect their vulnerable Louisiana community, they clash on everything--except their reigniting desire for each other. As disaster threatens and Sawyer and Paxton put aside their differences for a greater cause, will they find a love that can heal all wounds?",https://www.amazon.com/Stay-Me-Forever-Bayou-Dreams/dp/1410482855/ref=sr_1_3?dchild=1&keywords=Stay+with+Me+Forever+Farrah+Rochon&qid=1615777262&s=books&sr=1-3,Stay with me forever,213
Farrah Rochon,The Boyfriend Project,https://m.media-amazon.com/images/I/81eASZtWk6L._AC_UY218_.jpg,2020,"Samiah Brooks never thought she would be 'that' girl. But a live tweet of a horrific date just revealed the painful truth: she's been catfished by a three-timing jerk of a boyfriend. Suddenly Samiah -- along with his two other 'girlfriends,' London and Taylor -- have gone viral online. Now the three new besties are making a pact to spend the next six months investing in themselves. No men and no dating. For once Samiah is putting herself first, and that includes finally developing the app she's always dreamed of creating. Which is the exact moment she meets the deliciously sexy Daniel Collins at work. What are the chances? But is Daniel really boyfriend material or is he maybe just a little too good to be true?",https://www.amazon.com/Boyfriend-Project-Farrah-Rochon-ebook/dp/B07YSNK2Q5/ref=sr_1_2?dchild=1&keywords=farrah+rochon+forever+promise&qid=1615951031&s=digital-text&sr=1-2,The boyfriend project,214
Farrah Rochon,Trust Me,https://m.media-amazon.com/images/I/51h0+6DiKzL.jpg,2017,"As the maverick of the New Orleans City Council, Mackenna Arnold has spent the last four years dismantling the council's 'politics as usual' mentality. Never one to shy away from a challenge, Mack now has her sights set on an even bigger prize: the mayor's office. But only when the time is right. And only if she can get the pesky freelance journalist hell-bent on investigating her for corruption--who just so happens to be one of the sexiest men alive and her best friend's younger brother--off her back. But when Mack suspects that her longtime mentor and the city's current mayor is up to no good, she must convince Ezra Holmes to help her investigate the mayor's office.

Ezra can admit to having had a thing for Mackenna in his younger days, even though she barely knew his name back then. But his past feelings for Mack have nothing to do with why he's so committed to exposing her. He suspects she's used her influence as a public official to cut private deals, and breaking this corruption story would be just the thing to jumpstart his fading career. But what is Ezra supposed to do when he discovers Mack isn't the one who's a crooked politician? There's only one thing he can do: join forces with the woman he's been crazy about for far too long.",https://www.amazon.com/Trust-Me-Holmes-Brothers-Book-ebook/dp/B071Z52RSC/ref=sr_1_3?dchild=1&keywords=Farrah+Rochon+Trust+Me&qid=1615951229&s=digital-text&sr=1-3,Trust me,215
Farrah Rochon,Yours Forever,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385341699l/18467993.jpg,2014,"Can the sins of the past...

Louisiana powerhouse attorney Matthew Gauthier has spent a lifetime safeguarding his prominent family's scandalous history. So when Tamryn West makes it her mission to dig up the past, Matthew must do everything in his power to stop her. But his plan to distract the alluring history professor begins to send his own passions raging out of control.

...become the hope of the future?

Tamryn came to the town of Gauthier to find the diary that could be the missing link to her grandmother and her enduring legacy. In the process, she stumbles onto the secrets of another family--secrets Matt will protect at any cost. As his sensual touch awakens Tamryn's deepest desires, will a revelation that could make her career cost Matt his political dreams--and their future together?",https://www.goodreads.com/book/show/18467993-yours-forever?from_search=true&from_srp=true&qid=CfR75PE3EL&rank=1,Yours forever,216
Jasmine Guillory,Party of two,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Party of two ,186
Jasmine Guillory,Royal holiday,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Royal holiday ,187
Jasmine Guillory,The proposal,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,The proposal,188
Jasmine Guillory,The wedding date,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,The wedding date,189
Katrina Jackson,Beautiful & Dirty,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Beautiful & Dirty,345
Katrina Jackson,"New Year, New We",https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,"New Year, New We",346
Katrina Jackson,Pink Slip,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Pink Slip,344
Katrina Jackson,Private Eye,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Private Eye,347
Kayla Perrin,Burning Desire,https://m.media-amazon.com/images/I/81iRccqWT6L._AC_UY218_.jpg,2014,"Their passion's rising...
 
 Ever since the tragedy that tore through his life, Mason Foley guards his heart, never letting any woman get too close. Yet the gorgeous, independent Sabrina Crawford is perfect for a sizzling fling, even if she does seem resistant to his charms. He'll just have to turn up the heat, igniting a longing the hard-to-get wedding photographer can't resist.
 
 Once burned is enough for Sabrina to swear off a man's touch forever. But it's impossible to ignore the hunky San Diego firefighter who's making her temperature soar. And when Mason puts his life on the line to save hers, Sabrina knows she's found her ultimate hero. If she gives in, though, is she headed down the road to heartbreak once again? Or will she find a love to keep her soul ablaze forever?",https://www.amazon.com/dp/B00HAZ5DVO/ref=dp-kindle-redirect?_encoding=UTF8&btkr=1,Burning desire,117
Kayla Perrin,Flames of passion,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Flames of passion ,118
Kayla Perrin,Freefall to desire,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Freefall to desire,119
Kayla Perrin,Heart toheart,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Heart toheart,120
Kayla Perrin,If you want me,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,If you want me ,121
Kayla Perrin,Midnight dreams,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Midnight dreams,122
Kayla Perrin,Obsession,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Obsession ,123
Kayla Perrin,Passion ignited,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Passion ignited,124
Kayla Perrin,Single mama drama,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Single mama drama,125
Kayla Perrin,Single mamas got more drama,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Single mamas got more drama,126
Kayla Perrin,Sizzling Desire,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Sizzling Desire,127
Kayla Perrin,Surrender My Heart,https://m.media-amazon.com/images/I/81jbpdsikUL._AC_UY218_.jpg,2012,"Natalie Hart has sworn off love and basketball.
 
 All sports, for that matter. Her pro-athlete husband cheated on herand she's not sure she'll ever be ready to give her heart again. Now she's single and working at a children's charity, and it's not just event planning that has her putting in overtime. Local football celebrity Michael Jones is organizing a gala affair with Natalie. And the sexy jock has made it crystal clear he'd like to kick off with seduction. But can Natalie let down her guard and fall for another professional athlete?
 
 Michael Jones is used to women falling at his multimillion-dollar, cleat-covered feet. But Natalie is giving him a run for his money. With the vulnerable beauty arousing his fierce protective instinctsand a desire neither has the power to resistMichael is ready to let his playboy past go. If Natalie's willing, together they can surrender to their future. Body, heart and soul.",https://www.amazon.com/Surrender-Heart-Harts-Love-Book-ebook/dp/B007BBVCDA/ref=sr_1_1?dchild=1&keywords=Surrender+My+Heart+Kayla+Perrin&qid=1615774521&s=books&sr=1-1,Surrender my heart,128
Kayla Perrin,Sweet Spot,https://m.media-amazon.com/images/I/51hYlaJOv0L._AC_UY218_.jpg,2008,"The Sweet Spot has nothing to do with football...
 
 Just ask Kahari Brown, one of the NFL's sexiest stars. He knows how to handle a football, and always thought he had a way with the ladies. But his smooth moves off the field are only getting him into hot water these days.
 
 And no one is hotter than Zoe Andrews. When she thrusts a mic in his face and asks him if he's the father of a crazy fan's baby, he's ready to tackle her and toss her out of the locker room on her shapely butt. But there's something about Zoe...
 
 Zoe's Rule Number One: Never Date an Athlete!
 
 Zoe will do anything to make it as a top sports reporter, even ask the controversial question that puts her toe to toe with Kahari. Still, she can't help noticing that the brother is mighty fine. Now the heat is on and Zoe is wondering if she should have fanned the flames, because she's falling for Kahari's charm -- something she swore she'd never do. Yet it's hard to resist his smooth moves, making Zoe wonder, is he sweet-talking his way into her heart for love -- or for something else?",https://www.amazon.com/Sweet-Spot-Kayla-Perrin-ebook/dp/B001NRNIQW/ref=sr_1_1?dchild=1&keywords=Sweet+Spot+Kayla+Perrin&qid=1615774986&s=books&sr=1-1,Sweet spot,129
Kayla Perrin,Undeniable attraction,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Undeniable attraction,130
Kayla Perrin,What's done in darkness,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,What's done in darkness,131
Keisha Ervin,Coming after school,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Coming after school,173
Keisha Ervin,Gunz and roses,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Gunz and roses,174
Keisha Ervin,Heartless,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Heartless,175
Keisha Ervin,Hold U down,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Hold U doown ,176
Keisha Ervin,Labels and love,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Labels and love,177
Keisha Ervin,Material girl,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Material girl ,178
Keisha Ervin,Me and my boyfriend,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Me and my boyfriend,179
Keisha Ervin,Melanin,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Melanin ,180
Keisha Ervin,Minas joint,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Minas joint,181
Keisha Ervin,Prima donna,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Prima donna ,182
Keisha Ervin,Reckless,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Reckless,183
Keisha Ervin,St Louis,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,St Louis,184
Keisha Ervin,Torn,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Torn ,185
Kennedy Ryan,Grip,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Grip ,269
Kennedy Ryan,Hook Shot,https://m.media-amazon.com/images/I/8172JvP4lJL._AC_UY218_.jpg,2019,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,https://cdn.pixabay.com/photo/2015/04/23/22/00/tree-736885__340.jpg,Hook shot,273
Kennedy Ryan,Long Shot,https://m.media-amazon.com/images/I/812i746pr7L._AC_UY218_.jpg,2013,"A deeply emotional standalone romance set in the worlds of professional basketball and high fashion.
 
 Divorced. Single dad. Traded to a losing squad.
 Cheated on, betrayed, exposed.
 My perfect life blew up in my face and I'm still picking up the pieces.
 The last thing I need is her.
 A wildflower. A storm. A woman I can't resist.
 Lotus DuPree is a kick to my gut and a wrench in my plans
 from the moment our eyes meet.
 I promised myself I wouldn't trust a woman again,
 but I've never wanted anyone the way I want Lo.
 She's not the plan I made, but she's the risk I have to take.
 
 A warrior. A baller. The one they call Gladiator.
 Kenan Ross charged into my life smelling all good, looking even better and snatching my breath from the moment we met.
 The last thing I need is him.
 I'm working on me. Facing my pain and conquering my demons.
 I've seen what trusting a man gets you.
 I. Don't. Have. Time. For. This.
 But he just keeps coming for me.
 Keeps knocking down my defenses and stealing my excuses
 one by one.
 He never gives up, and now...I'm not sure I want him to.",https://www.amazon.com/HOOK-SHOT-HOOPS-Book-3-ebook/dp/B07Q3ZD34K/ref=sr_1_1?dchild=1&keywords=Hook+Shot+Kennedy+Ryan&qid=1615771686&s=books&sr=1-1,Long shot,268
Kennedy Ryan,Queen Move,https://m.media-amazon.com/images/I/81wS9UWE+2L._AC_UY218_.jpg,2020,"The boy who always felt like mine is now the man I can't have...
 
 Dig a little and you'll find photos of me in the bathtub with Ezra Stern.
 Get your mind out of the gutter. We were six months old.
 Pry and one of us might confess we saved our first kiss for each other. The most clumsy, wet, sloppy . . . spectacular thirty seconds of my adolescence.
 Get into our business and you'll see two families, closer than blood, torn apart in an instant.
 Twenty years later, my ""awkward duckling"" best friend from childhood, the boy no one noticed, is a man no one can ignore.
 Finer. Fiercer. Smarter.
 Taken.
 Tell me it's wrong.
 Tell me the boy who always felt like mine is now the man I can't have.
 When we find each other again, everything stands in our way--secrets, lies, promises.
 But we didn't come this far to give up now.
 And I know just the move to make if I want to make him mine.",https://www.amazon.com/Queen-Move-All-Kings-Book-ebook/dp/B086R7S4GX/ref=sr_1_1?dchild=1&keywords=Queen+Move+Kennedy+Ryan&qid=1615771747&s=books&sr=1-1,Queen move,267
